登录时间,被试编号,性别,惯用手,标识
08-13 16:24,1.0,男,右手,SZ21-01
08-13 16:24,2.0,女,右手,SZ21-02
08-13 16:24,3.0,男,右手,SZ21-03
08-13 16:39,1.0,男,右手,SZ21-01
08-13 16:39,2.0,女,右手,SZ21-02
08-13 16:39,3.0,男,右手,SZ21-03
08-13 16:43,1.0,男,右手,SZ21-01
08-13 16:43,2.0,女,右手,SZ21-02
08-13 16:43,3.0,男,右手,SZ21-03
08-13 16:48,1.0,男,右手,SZ21-01
08-13 16:48,2.0,女,右手,SZ21-02
08-13 16:48,3.0,男,右手,SZ21-03
08-13 21:15,1.0,男,右手,SZ21-01
08-13 21:15,2.0,女,右手,SZ21-02
08-13 21:15,3.0,男,右手,SZ21-03
08-13 21:17,1.0,男,右手,SZ21-01
08-13 21:17,2.0,女,右手,SZ21-02
08-13 21:17,3.0,男,右手,SZ21-03
08-13 21:33,1.0,男,右手,SZ21-01
08-13 21:33,2.0,女,右手,SZ21-02
08-13 21:33,3.0,男,右手,SZ21-03
08-13 21:34,1.0,男,右手,SZ21-01
08-13 21:34,2.0,女,右手,SZ21-02
08-13 21:34,3.0,男,右手,SZ21-03
08-13 21:43,1.0,男,右手,SZ21-01
08-13 21:43,2.0,女,右手,SZ21-02
08-13 21:43,3.0,男,右手,SZ21-03
08-13 21:43,1.0,男,右手,SZ21-01
08-13 21:43,2.0,女,右手,SZ21-02
08-13 21:43,3.0,男,右手,SZ21-03
08-13 21:56,1.0,男,右手,SZ21-01
08-13 21:56,2.0,女,右手,SZ21-02
08-13 21:56,3.0,男,右手,SZ21-03
08-13 21:57,1.0,男,右手,SZ21-01
08-13 21:57,2.0,女,右手,SZ21-02
08-13 21:57,3.0,男,右手,SZ21-03
08-13 22:02,1.0,男,右手,SZ21-01
08-13 22:02,2.0,女,右手,SZ21-02
08-13 22:02,3.0,男,右手,SZ21-03
08-13 22:05,1.0,男,右手,SZ21-01
08-13 22:05,2.0,女,右手,SZ21-02
08-13 22:05,3.0,男,右手,SZ21-03
08-13 22:08,1.0,男,右手,SZ21-01
08-13 22:08,2.0,女,右手,SZ21-02
08-13 22:08,3.0,男,右手,SZ21-03
08-13 22:09,1.0,男,右手,SZ21-01
08-13 22:09,2.0,女,右手,SZ21-02
08-13 22:09,3.0,男,右手,SZ21-03
08-13 22:11,1.0,男,右手,SZ21-01
08-13 22:11,2.0,女,右手,SZ21-02
08-13 22:11,3.0,男,右手,SZ21-03
08-13 22:20,1.0,男,右手,SZ21-01
08-13 22:20,2.0,女,右手,SZ21-02
08-13 22:20,3.0,男,右手,SZ21-03
08-13 22:21,1.0,男,右手,SZ21-01
08-13 22:21,2.0,女,右手,SZ21-02
08-13 22:21,3.0,男,右手,SZ21-03
08-13 22:22,1.0,男,右手,SZ21-01
08-13 22:22,2.0,女,右手,SZ21-02
08-13 22:22,3.0,男,右手,SZ21-03
08-13 22:22,1.0,男,右手,SZ21-01
08-13 22:22,2.0,女,右手,SZ21-02
08-13 22:22,3.0,男,右手,SZ21-03
08-13 22:22,1.0,男,右手,SZ21-01
08-13 22:22,2.0,女,右手,SZ21-02
08-13 22:22,3.0,男,右手,SZ21-03
08-13 22:25,1.0,男,右手,SZ21-01
08-13 22:25,2.0,女,右手,SZ21-02
08-13 22:25,3.0,男,右手,SZ21-03
08-13 22:32,1.0,男,右手,SZ21-01
08-13 22:32,2.0,女,右手,SZ21-02
08-13 22:32,3.0,男,右手,SZ21-03
08-13 22:33,1.0,男,右手,SZ21-01
08-13 22:33,2.0,女,右手,SZ21-02
08-13 22:33,3.0,男,右手,SZ21-03
08-13 22:36,1.0,男,右手,SZ21-01
08-13 22:36,2.0,女,右手,SZ21-02
08-13 22:36,3.0,男,右手,SZ21-03
08-13 22:40,1.0,男,右手,SZ21-01
08-13 22:40,2.0,女,右手,SZ21-02
08-13 22:40,3.0,男,右手,SZ21-03
08-13 22:40,1.0,男,右手,SZ21-01
08-13 22:40,2.0,女,右手,SZ21-02
08-13 22:40,3.0,男,右手,SZ21-03
08-13 22:41,1.0,男,右手,SZ21-01
08-13 22:41,2.0,女,右手,SZ21-02
08-13 22:41,3.0,男,右手,SZ21-03
08-13 22:46,1.0,男,右手,SZ21-01
08-13 22:46,2.0,女,右手,SZ21-02
08-13 22:46,3.0,男,右手,SZ21-03
08-13 22:47,1.0,男,右手,SZ21-01
08-13 22:47,2.0,女,右手,SZ21-02
08-13 22:47,3.0,男,右手,SZ21-03
08-13 22:47,1.0,男,右手,SZ21-01
08-13 22:47,2.0,女,右手,SZ21-02
08-13 22:47,3.0,男,右手,SZ21-03
08-13 22:55,1.0,男,右手,SZ21-01
08-13 22:55,2.0,女,右手,SZ21-02
08-13 22:55,3.0,男,右手,SZ21-03
08-13 22:56,1.0,男,右手,SZ21-01
08-13 22:56,2.0,女,右手,SZ21-02
08-13 22:56,3.0,男,右手,SZ21-03
08-13 22:56,1.0,男,右手,SZ21-01
08-13 22:56,2.0,女,右手,SZ21-02
08-13 22:56,3.0,男,右手,SZ21-03
08-13 22:57,1.0,男,右手,SZ21-01
08-13 22:57,2.0,女,右手,SZ21-02
08-13 22:57,3.0,男,右手,SZ21-03
08-13 23:04,1.0,男,右手,SZ21-01
08-13 23:04,2.0,女,右手,SZ21-02
08-13 23:04,3.0,男,右手,SZ21-03
08-13 23:13,1.0,男,右手,SZ21-01
08-13 23:13,2.0,女,右手,SZ21-02
08-13 23:13,3.0,男,右手,SZ21-03
08-13 23:19,1.0,男,右手,SZ21-01
08-13 23:19,2.0,女,右手,SZ21-02
08-13 23:19,3.0,男,右手,SZ21-03
08-13 23:21,1.0,男,右手,SZ21-01
08-13 23:21,2.0,女,右手,SZ21-02
08-13 23:21,3.0,男,右手,SZ21-03
08-13 23:44,1.0,男,右手,SZ21-01
08-13 23:44,2.0,女,右手,SZ21-02
08-13 23:44,3.0,男,右手,SZ21-03
08-13 23:45,1.0,男,右手,SZ21-01
08-13 23:45,2.0,女,右手,SZ21-02
08-13 23:45,3.0,男,右手,SZ21-03
08-13 23:47,1.0,男,右手,SZ21-01
08-13 23:47,2.0,女,右手,SZ21-02
08-13 23:47,3.0,男,右手,SZ21-03
08-13 23:51,1.0,男,右手,SZ21-01
08-13 23:51,2.0,女,右手,SZ21-02
08-13 23:51,3.0,男,右手,SZ21-03
08-13 23:52,1.0,男,右手,SZ21-01
08-13 23:52,2.0,女,右手,SZ21-02
08-13 23:52,3.0,男,右手,SZ21-03
08-13 23:52,1.0,男,右手,SZ21-01
08-13 23:52,2.0,女,右手,SZ21-02
08-13 23:52,3.0,男,右手,SZ21-03
08-14 14:36,1.0,男,右手,SZ21-01
08-14 14:36,2.0,女,右手,SZ21-02
08-14 14:36,3.0,男,右手,SZ21-03
08-14 14:36,1.0,男,右手,SZ21-01
08-14 14:36,2.0,女,右手,SZ21-02
08-14 14:36,3.0,男,右手,SZ21-03
08-14 14:37,1.0,男,右手,SZ21-01
08-14 14:37,2.0,女,右手,SZ21-02
08-14 14:37,3.0,男,右手,SZ21-03
08-14 14:39,1.0,男,右手,SZ21-01
08-14 14:39,2.0,女,右手,SZ21-02
08-14 14:39,3.0,男,右手,SZ21-03
08-14 14:51,1.0,男,右手,SZ21-01
08-14 14:51,2.0,女,右手,SZ21-02
08-14 14:51,3.0,男,右手,SZ21-03
08-14 14:56,1.0,男,右手,SZ21-01
08-14 14:56,2.0,女,右手,SZ21-02
08-14 14:56,3.0,男,右手,SZ21-03
08-14 15:00,1.0,男,右手,SZ21-01
08-14 15:00,2.0,女,右手,SZ21-02
08-14 15:00,3.0,男,右手,SZ21-03
08-14 15:02,1.0,男,右手,SZ21-01
08-14 15:02,2.0,女,右手,SZ21-02
08-14 15:02,3.0,男,右手,SZ21-03
08-14 15:09,1.0,男,右手,SZ21-01
08-14 15:09,2.0,女,右手,SZ21-02
08-14 15:09,3.0,男,右手,SZ21-03
08-14 15:10,1.0,男,右手,SZ21-01
08-14 15:10,2.0,女,右手,SZ21-02
08-14 15:10,3.0,男,右手,SZ21-03
08-14 15:12,1.0,男,右手,SZ21-01
08-14 15:12,2.0,女,右手,SZ21-02
08-14 15:12,3.0,男,右手,SZ21-03
08-14 15:31,1.0,男,右手,SZ21-01
08-14 15:31,2.0,女,右手,SZ21-02
08-14 15:31,3.0,男,右手,SZ21-03
08-14 15:35,1.0,男,右手,SZ21-01
08-14 15:35,2.0,女,右手,SZ21-02
08-14 15:35,3.0,男,右手,SZ21-03
08-14 18:39,1.0,男,右手,SZ21-01
08-14 18:39,2.0,女,右手,SZ21-02
08-14 18:39,3.0,男,右手,SZ21-03
08-14 18:53,1.0,男,右手,SZ21-01
08-14 18:53,2.0,女,右手,SZ21-02
08-14 18:53,3.0,男,右手,SZ21-03
08-14 18:58,1.0,男,右手,SZ21-01
08-14 18:58,2.0,女,右手,SZ21-02
08-14 18:58,3.0,男,右手,SZ21-03
08-14 19:00,1.0,男,右手,SZ21-01
08-14 19:00,2.0,女,右手,SZ21-02
08-14 19:00,3.0,男,右手,SZ21-03
08-14 19:04,1.0,男,右手,SZ21-01
08-14 19:04,2.0,女,右手,SZ21-02
08-14 19:04,3.0,男,右手,SZ21-03
08-14 20:44,1.0,男,右手,SZ21-01
08-14 20:44,2.0,女,右手,SZ21-02
08-14 20:44,3.0,男,右手,SZ21-03
08-14 20:45,1.0,男,右手,SZ21-01
08-14 20:45,2.0,女,右手,SZ21-02
08-14 20:45,3.0,男,右手,SZ21-03
08-14 20:51,1.0,男,右手,SZ21-01
08-14 20:51,2.0,女,右手,SZ21-02
08-14 20:51,3.0,男,右手,SZ21-03
08-14 20:54,1.0,男,右手,SZ21-01
08-14 20:54,2.0,女,右手,SZ21-02
08-14 20:54,3.0,男,右手,SZ21-03
08-14 21:04,1.0,男,右手,SZ21-01
08-14 21:04,2.0,女,右手,SZ21-02
08-14 21:04,3.0,男,右手,SZ21-03
08-14 21:10,1.0,男,右手,SZ21-01
08-14 21:10,2.0,女,右手,SZ21-02
08-14 21:10,3.0,男,右手,SZ21-03
08-14 21:11,1.0,男,右手,SZ21-01
08-14 21:11,2.0,女,右手,SZ21-02
08-14 21:11,3.0,男,右手,SZ21-03
08-14 21:12,1.0,男,右手,SZ21-01
08-14 21:12,2.0,女,右手,SZ21-02
08-14 21:12,3.0,男,右手,SZ21-03
08-14 21:13,1.0,男,右手,SZ21-01
08-14 21:13,2.0,女,右手,SZ21-02
08-14 21:13,3.0,男,右手,SZ21-03
08-14 21:13,1.0,男,右手,SZ21-01
08-14 21:13,2.0,女,右手,SZ21-02
08-14 21:13,3.0,男,右手,SZ21-03
08-14 21:13,1.0,男,右手,SZ21-01
08-14 21:13,2.0,女,右手,SZ21-02
08-14 21:13,3.0,男,右手,SZ21-03
08-14 21:26,1.0,男,右手,SZ21-01
08-14 21:26,2.0,女,右手,SZ21-02
08-14 21:26,3.0,男,右手,SZ21-03
08-14 21:28,1.0,男,右手,SZ21-01
08-14 21:28,2.0,女,右手,SZ21-02
08-14 21:28,3.0,男,右手,SZ21-03
08-14 21:30,1.0,男,右手,SZ21-01
08-14 21:30,2.0,女,右手,SZ21-02
08-14 21:30,3.0,男,右手,SZ21-03
08-14 21:32,1.0,男,右手,SZ21-01
08-14 21:32,2.0,女,右手,SZ21-02
08-14 21:32,3.0,男,右手,SZ21-03
08-14 21:38,1.0,男,右手,SZ21-01
08-14 21:38,2.0,女,右手,SZ21-02
08-14 21:38,3.0,男,右手,SZ21-03
08-14 21:41,1.0,男,右手,SZ21-01
08-14 21:41,2.0,女,右手,SZ21-02
08-14 21:41,3.0,男,右手,SZ21-03
08-14 21:48,1.0,男,右手,SZ21-01
08-14 21:48,2.0,女,右手,SZ21-02
08-14 21:48,3.0,男,右手,SZ21-03
08-14 21:50,1.0,男,右手,SZ21-01
08-14 21:50,2.0,女,右手,SZ21-02
08-14 21:50,3.0,男,右手,SZ21-03
08-14 21:51,1.0,男,右手,SZ21-01
08-14 21:51,2.0,女,右手,SZ21-02
08-14 21:51,3.0,男,右手,SZ21-03
08-14 21:52,1.0,男,右手,SZ21-01
08-14 21:52,2.0,女,右手,SZ21-02
08-14 21:52,3.0,男,右手,SZ21-03
08-14 21:53,1.0,男,右手,SZ21-01
08-14 21:53,2.0,女,右手,SZ21-02
08-14 21:53,3.0,男,右手,SZ21-03
08-14 21:56,1.0,男,右手,SZ21-01
08-14 21:56,2.0,女,右手,SZ21-02
08-14 21:56,3.0,男,右手,SZ21-03
08-14 21:57,1.0,男,右手,SZ21-01
08-14 21:57,2.0,女,右手,SZ21-02
08-14 21:57,3.0,男,右手,SZ21-03
08-14 22:00,1.0,男,右手,SZ21-01
08-14 22:00,2.0,女,右手,SZ21-02
08-14 22:00,3.0,男,右手,SZ21-03
08-14 22:01,1.0,男,右手,SZ21-01
08-14 22:01,2.0,女,右手,SZ21-02
08-14 22:01,3.0,男,右手,SZ21-03
08-14 22:02,1.0,男,右手,SZ21-01
08-14 22:02,2.0,女,右手,SZ21-02
08-14 22:02,3.0,男,右手,SZ21-03
08-14 22:03,1.0,男,右手,SZ21-01
08-14 22:03,2.0,女,右手,SZ21-02
08-14 22:03,3.0,男,右手,SZ21-03
08-14 22:04,1.0,男,右手,SZ21-01
08-14 22:04,2.0,女,右手,SZ21-02
08-14 22:04,3.0,男,右手,SZ21-03
08-14 22:06,1.0,男,右手,SZ21-01
08-14 22:06,2.0,女,右手,SZ21-02
08-14 22:06,3.0,男,右手,SZ21-03
08-14 22:06,1.0,男,右手,SZ21-01
08-14 22:06,2.0,女,右手,SZ21-02
08-14 22:06,3.0,男,右手,SZ21-03
08-14 22:08,1.0,男,右手,SZ21-01
08-14 22:08,2.0,女,右手,SZ21-02
08-14 22:08,3.0,男,右手,SZ21-03
08-14 22:08,1.0,男,右手,SZ21-01
08-14 22:08,2.0,女,右手,SZ21-02
08-14 22:08,3.0,男,右手,SZ21-03
08-14 22:09,1.0,男,右手,SZ21-01
08-14 22:09,2.0,女,右手,SZ21-02
08-14 22:09,3.0,男,右手,SZ21-03
08-14 23:57,1.0,男,右手,SZ21-01
08-14 23:57,2.0,女,右手,SZ21-02
08-14 23:57,3.0,男,右手,SZ21-03
08-15 00:01,1.0,男,右手,SZ21-01
08-15 00:01,2.0,女,右手,SZ21-02
08-15 00:01,3.0,男,右手,SZ21-03
08-15 00:24,1.0,男,右手,SZ21-01
08-15 00:24,2.0,女,右手,SZ21-02
08-15 00:24,3.0,男,右手,SZ21-03
08-15 00:34,1.0,男,右手,SZ21-01
08-15 00:34,2.0,女,右手,SZ21-02
08-15 00:34,3.0,男,右手,SZ21-03
08-15 00:37,1.0,男,右手,SZ21-01
08-15 00:37,2.0,女,右手,SZ21-02
08-15 00:37,3.0,男,右手,SZ21-03
08-15 00:38,1.0,男,右手,SZ21-01
08-15 00:38,2.0,女,右手,SZ21-02
08-15 00:38,3.0,男,右手,SZ21-03
08-15 00:38,1.0,男,右手,SZ21-01
08-15 00:38,2.0,女,右手,SZ21-02
08-15 00:38,3.0,男,右手,SZ21-03
08-15 00:39,1.0,男,右手,SZ21-01
08-15 00:39,2.0,女,右手,SZ21-02
08-15 00:39,3.0,男,右手,SZ21-03
08-15 00:39,1.0,男,右手,SZ21-01
08-15 00:39,2.0,女,右手,SZ21-02
08-15 00:39,3.0,男,右手,SZ21-03
08-15 00:39,1.0,男,右手,SZ21-01
08-15 00:39,2.0,女,右手,SZ21-02
08-15 00:39,3.0,男,右手,SZ21-03
08-15 00:40,1.0,男,右手,SZ21-01
08-15 00:40,2.0,女,右手,SZ21-02
08-15 00:40,3.0,男,右手,SZ21-03
08-15 00:41,1.0,男,右手,SZ21-01
08-15 00:41,2.0,女,右手,SZ21-02
08-15 00:41,3.0,男,右手,SZ21-03
08-15 00:43,1.0,男,右手,SZ21-01
08-15 00:43,2.0,女,右手,SZ21-02
08-15 00:43,3.0,男,右手,SZ21-03
08-15 00:44,1.0,男,右手,SZ21-01
08-15 00:44,2.0,女,右手,SZ21-02
08-15 00:44,3.0,男,右手,SZ21-03
08-15 00:46,1.0,男,右手,SZ21-01
08-15 00:46,2.0,女,右手,SZ21-02
08-15 00:46,3.0,男,右手,SZ21-03
08-15 00:48,1.0,男,右手,SZ21-01
08-15 00:48,2.0,女,右手,SZ21-02
08-15 00:48,3.0,男,右手,SZ21-03
08-15 00:50,1.0,男,右手,SZ21-01
08-15 00:50,2.0,女,右手,SZ21-02
08-15 00:50,3.0,男,右手,SZ21-03
08-15 00:51,1.0,男,右手,SZ21-01
08-15 00:51,2.0,女,右手,SZ21-02
08-15 00:51,3.0,男,右手,SZ21-03
08-15 01:11,1.0,男,右手,SZ21-01
08-15 01:11,2.0,女,右手,SZ21-02
08-15 01:11,3.0,男,右手,SZ21-03
08-15 01:28,1.0,男,右手,SZ21-01
08-15 01:28,2.0,女,右手,SZ21-02
08-15 01:28,3.0,男,右手,SZ21-03
08-15 01:33,1.0,男,右手,SZ21-01
08-15 01:33,2.0,女,右手,SZ21-02
08-15 01:33,3.0,男,右手,SZ21-03
08-15 01:35,1.0,男,右手,SZ21-01
08-15 01:35,2.0,女,右手,SZ21-02
08-15 01:35,3.0,男,右手,SZ21-03
08-15 01:36,1.0,男,右手,SZ21-01
08-15 01:36,2.0,女,右手,SZ21-02
08-15 01:36,3.0,男,右手,SZ21-03
08-15 01:37,1.0,男,右手,SZ21-01
08-15 01:37,2.0,女,右手,SZ21-02
08-15 01:37,3.0,男,右手,SZ21-03
08-15 01:41,1.0,男,右手,SZ21-01
08-15 01:41,2.0,女,右手,SZ21-02
08-15 01:41,3.0,男,右手,SZ21-03
08-15 01:43,1.0,男,右手,SZ21-01
08-15 01:43,2.0,女,右手,SZ21-02
08-15 01:43,3.0,男,右手,SZ21-03
08-15 01:46,1.0,男,右手,SZ21-01
08-15 01:46,2.0,女,右手,SZ21-02
08-15 01:46,3.0,男,右手,SZ21-03
08-15 01:46,1.0,男,右手,SZ21-01
08-15 01:46,2.0,女,右手,SZ21-02
08-15 01:46,3.0,男,右手,SZ21-03
08-15 01:52,1.0,男,右手,SZ21-01
08-15 01:52,2.0,女,右手,SZ21-02
08-15 01:52,3.0,男,右手,SZ21-03
08-15 01:52,1.0,男,右手,SZ21-01
08-15 01:52,2.0,女,右手,SZ21-02
08-15 01:52,3.0,男,右手,SZ21-03
08-15 01:56,1.0,男,右手,SZ21-01
08-15 01:56,2.0,女,右手,SZ21-02
08-15 01:56,3.0,男,右手,SZ21-03
08-15 02:03,1.0,男,右手,SZ21-01
08-15 02:03,2.0,女,右手,SZ21-02
08-15 02:03,3.0,男,右手,SZ21-03
08-15 02:04,1.0,男,右手,SZ21-01
08-15 02:04,2.0,女,右手,SZ21-02
08-15 02:04,3.0,男,右手,SZ21-03
08-15 02:06,1.0,男,右手,SZ21-01
08-15 02:06,2.0,女,右手,SZ21-02
08-15 02:06,3.0,男,右手,SZ21-03
08-15 02:06,1.0,男,右手,SZ21-01
08-15 02:06,2.0,女,右手,SZ21-02
08-15 02:06,3.0,男,右手,SZ21-03
08-15 02:08,1.0,男,右手,SZ21-01
08-15 02:08,2.0,女,右手,SZ21-02
08-15 02:08,3.0,男,右手,SZ21-03
08-15 02:09,1.0,男,右手,SZ21-01
08-15 02:09,2.0,女,右手,SZ21-02
08-15 02:09,3.0,男,右手,SZ21-03
08-15 02:10,1.0,男,右手,SZ21-01
08-15 02:10,2.0,女,右手,SZ21-02
08-15 02:10,3.0,男,右手,SZ21-03
08-15 02:12,1.0,男,右手,SZ21-01
08-15 02:12,2.0,女,右手,SZ21-02
08-15 02:12,3.0,男,右手,SZ21-03
08-15 02:13,1.0,男,右手,SZ21-01
08-15 02:13,2.0,女,右手,SZ21-02
08-15 02:13,3.0,男,右手,SZ21-03
08-15 02:14,1.0,男,右手,SZ21-01
08-15 02:14,2.0,女,右手,SZ21-02
08-15 02:14,3.0,男,右手,SZ21-03
08-15 02:22,1.0,男,右手,SZ21-01
08-15 02:22,2.0,女,右手,SZ21-02
08-15 02:22,3.0,男,右手,SZ21-03
08-15 02:40,1.0,男,右手,SZ21-01
08-15 02:40,2.0,女,右手,SZ21-02
08-15 02:40,3.0,男,右手,SZ21-03
08-19 19:43,1.0,男,右手,SZ21-01
08-19 19:43,2.0,女,右手,SZ21-02
08-19 19:43,3.0,男,右手,SZ21-03
08-19 19:43,1.0,男,右手,SZ21-01
08-19 19:43,2.0,女,右手,SZ21-02
08-19 19:43,3.0,男,右手,SZ21-03
08-19 19:44,1.0,男,右手,SZ21-01
08-19 19:44,2.0,女,右手,SZ21-02
08-19 19:44,3.0,男,右手,SZ21-03
08-19 20:00,1.0,男,右手,SZ21-01
08-19 20:00,2.0,女,右手,SZ21-02
08-19 20:00,3.0,男,右手,SZ21-03
08-19 20:01,1.0,男,右手,SZ21-01
08-19 20:01,2.0,女,右手,SZ21-02
08-19 20:01,3.0,男,右手,SZ21-03
08-20 00:32,1.0,男,右手,SZ21-01
08-20 00:32,2.0,女,右手,SZ21-02
08-20 00:32,3.0,男,右手,SZ21-03
08-20 00:33,1.0,男,右手,SZ21-01
08-20 00:33,2.0,女,右手,SZ21-02
08-20 00:33,3.0,男,右手,SZ21-03
08-20 00:38,1.0,男,右手,SZ21-01
08-20 00:38,2.0,女,右手,SZ21-02
08-20 00:38,3.0,男,右手,SZ21-03
08-20 00:44,1.0,男,右手,SZ21-01
08-20 00:44,2.0,女,右手,SZ21-02
08-20 00:44,3.0,男,右手,SZ21-03
08-20 00:47,1.0,男,右手,SZ21-01
08-20 00:47,2.0,女,右手,SZ21-02
08-20 00:47,3.0,男,右手,SZ21-03
08-20 00:48,1.0,男,右手,SZ21-01
08-20 00:48,2.0,女,右手,SZ21-02
08-20 00:48,3.0,男,右手,SZ21-03
08-20 00:50,1.0,男,右手,SZ21-01
08-20 00:50,2.0,女,右手,SZ21-02
08-20 00:50,3.0,男,右手,SZ21-03
08-20 00:50,1.0,男,右手,SZ21-01
08-20 00:50,2.0,女,右手,SZ21-02
08-20 00:50,3.0,男,右手,SZ21-03
08-20 00:56,1.0,男,右手,SZ21-01
08-20 00:56,2.0,女,右手,SZ21-02
08-20 00:56,3.0,男,右手,SZ21-03
08-20 01:02,1.0,男,右手,SZ21-01
08-20 01:02,2.0,女,右手,SZ21-02
08-20 01:02,3.0,男,右手,SZ21-03
08-20 01:05,1.0,男,右手,SZ21-01
08-20 01:05,2.0,女,右手,SZ21-02
08-20 01:05,3.0,男,右手,SZ21-03
08-20 01:10,1.0,男,右手,SZ21-01
08-20 01:10,2.0,女,右手,SZ21-02
08-20 01:10,3.0,男,右手,SZ21-03
08-20 10:10,1.0,男,右手,SZ21-01
08-20 10:10,2.0,女,右手,SZ21-02
08-20 10:10,3.0,男,右手,SZ21-03
08-20 10:24,1.0,男,右手,SZ21-01
08-20 10:24,2.0,女,右手,SZ21-02
08-20 10:24,3.0,男,右手,SZ21-03
08-20 10:27,2.0,女,右手,SZ21-02
08-20 10:27,1.0,男,右手,SZ21-01
08-20 10:27,3.0,男,右手,SZ21-03
08-20 10:36,1.0,男,右手,SZ21-01
08-20 10:36,2.0,女,右手,SZ21-02
08-20 10:36,3.0,男,右手,SZ21-03
08-20 10:47,1.0,男,右手,SZ21-01
08-20 10:47,2.0,女,右手,SZ21-02
08-20 10:47,3.0,男,右手,SZ21-03
08-20 10:51,1.0,男,右手,SZ21-01
08-20 10:51,2.0,女,右手,SZ21-02
08-20 10:51,3.0,男,右手,SZ21-03
08-20 11:05,1.0,男,右手,SZ21-01
08-20 11:05,2.0,女,右手,SZ21-02
08-20 11:05,3.0,男,右手,SZ21-03
08-20 11:33,1.0,男,右手,SZ21-01
08-20 11:33,2.0,女,右手,SZ21-02
08-20 11:33,3.0,男,右手,SZ21-03
08-20 11:34,1.0,男,右手,SZ21-01
08-20 11:34,2.0,女,右手,SZ21-02
08-20 11:34,3.0,男,右手,SZ21-03
08-20 16:47,1.0,男,右手,SZ21-01
08-20 16:47,2.0,女,右手,SZ21-02
08-20 16:47,3.0,男,右手,SZ21-03
08-21 12:01,1.0,男,右手,SZ21-01
08-21 12:01,2.0,女,右手,SZ21-02
08-21 12:01,3.0,男,右手,SZ21-03
08-22 17:35,1.0,男,右手,SZ21-01
08-22 17:35,2.0,女,右手,SZ21-02
08-22 17:35,3.0,男,右手,SZ21-03
08-22 17:36,1.0,男,右手,SZ21-01
08-22 17:36,2.0,女,右手,SZ21-02
08-22 17:36,3.0,男,右手,SZ21-03
08-22 19:30,1.0,男,右手,SZ21-01
08-22 19:30,2.0,女,右手,SZ21-02
08-22 19:30,3.0,男,右手,SZ21-03
08-23 13:58,1.0,男,右手,SZ21-01
08-23 13:58,2.0,女,右手,SZ21-02
08-23 13:58,3.0,男,右手,SZ21-03
08-23 13:59,1.0,男,右手,SZ21-01
08-23 13:59,2.0,女,右手,SZ21-02
08-23 13:59,3.0,男,右手,SZ21-03
08-23 14:06,1.0,男,右手,SZ21-01
08-23 14:06,2.0,女,右手,SZ21-02
08-23 14:06,3.0,男,右手,SZ21-03
08-23 14:09,1.0,男,右手,SZ21-01
08-23 14:09,2.0,女,右手,SZ21-02
08-23 14:09,3.0,男,右手,SZ21-03
08-23 14:26,1.0,男,右手,SZ21-01
08-23 14:26,2.0,女,右手,SZ21-02
08-23 14:26,3.0,男,右手,SZ21-03
08-23 14:48,1.0,男,右手,SZ21-01
08-23 14:48,2.0,女,右手,SZ21-02
08-23 14:48,3.0,男,右手,SZ21-03
